,cat_t0,cat_t1,cat_t2
1347249097540042754,proukr,proukr,proukr
1347274910754893836,proukr,proukr,proukr
1347282456987258880,proukr,proukr,proukr
1347531216933638144,proukr,proukr,proukr
1347614873312751616,proukr,proukr,proukr
1347685325527609345,proukr,proukr,proukr
1347693723438764038,proukr,proukr,proukr
1347917610256633860,proukr,proukr,proukr
1348047826392121349,proukr,proukr,proukr
1348408265512607744,pax,proukr,proukr
1348687523770474503,proukr,proukr,proukr
1348695358440931331,proukr,proukr,proukr
1348754461565612033,pax,proukr,proukr
1348770810308259841,proukr,proukr,proukr
1348825921105633282,proukr,proukr,proukr
1349037321400696832,proukr,proukr,proukr
1349040536359985154,proukr,proukr,proukr
1349084310024949761,proukr,proukr,proukr
1349376208883081216,proukr,proukr,proukr
1349722128417865731,proukr,proukr,proukr
1349733018814935046,pax,proukr,proukr
1349772471344353280,pax,proukr,proukr
1349922686898724864,pax,proukr,proukr
1349938074436968449,proukr,proukr,proukr
1349981201378004992,proukr,proukr,proukr
1350100763029229571,proukr,proukr,proukr
1350226654896005120,proukr,proukr,proukr
1350539761614688256,proukr,proukr,proukr
1350541532475105281,proukr,proukr,proukr
1350541783890096132,proukr,proukr,proukr
1350840802726064135,proukr,proukr,proukr
1351134926096265218,proukr,proukr,proukr
1351232416455811076,proukr,proukr,proukr
1351250254801346570,prorus,proukr,proukr
1351328967672918020,proukr,proukr,proukr
1351757057377116163,proukr,proukr,proukr
1351841821677281281,proukr,proukr,proukr
1351924646019538945,pax,proukr,proukr
1351993328166846464,proukr,proukr,proukr
1352097690323210241,proukr,proukr,proukr
1352210797141889024,proukr,proukr,proukr
1352212328561975296,pax,proukr,proukr
1352230119935340544,proukr,proukr,proukr
1352287257135349761,proukr,proukr,proukr
1352334405042368515,proukr,proukr,proukr
1352407541494337536,proukr,proukr,proukr
1352426892524212224,proukr,proukr,proukr
1352585224325107714,proukr,proukr,proukr
1353202078873653250,prorus,proukr,proukr
1353347142371434497,dontcare,proukr,proukr
1353366187791560704,proukr,proukr,proukr
1353703600552353793,dontcare,proukr,proukr
1353772694236495873,proukr,proukr,proukr
1353843853862834177,proukr,proukr,proukr
1354052886595043329,proukr,proukr,proukr
1354127775918075905,pax,proukr,proukr
1354309798595076101,proukr,proukr,proukr
1354341070352633856,pax,proukr,proukr
1354510615688007680,proukr,proukr,proukr
1354578617376907273,prorus,proukr,proukr
1354780456714174467,proukr,proukr,proukr
1354808957185888264,proukr,proukr,proukr
1355206938167029765,proukr,proukr,proukr
1355336660184162304,prorus,proukr,proukr
1355517774714597380,proukr,proukr,proukr
1355700566027100160,dontcare,proukr,proukr
1355726575648403458,proukr,proukr,proukr
1355917827052457987,proukr,proukr,proukr
1355988808395870210,proukr,proukr,proukr
1356492906090156033,proukr,proukr,proukr
1356504253188214785,proukr,proukr,proukr
1356651507584651264,proukr,proukr,proukr
1356651682566975493,proukr,proukr,proukr
1356721307375833093,proukr,proukr,proukr
1357188181368705024,proukr,proukr,proukr
1357289132712751105,proukr,proukr,proukr
1357289956125929472,dontcare,proukr,proukr
1357319456784023559,proukr,proukr,proukr
1357352206777868290,proukr,proukr,proukr
1357364870526738432,proukr,proukr,proukr
1357560341454942209,proukr,proukr,proukr
1357685830261895172,proukr,proukr,proukr
1357718765941710848,dontcare,proukr,proukr
1358062771775102976,proukr,proukr,proukr
1358137927910494214,pax,proukr,proukr
1358152121556873217,proukr,proukr,proukr
1358300755019653121,dontcare,proukr,proukr
1358587441758806021,dontcare,proukr,proukr
1358617820712607744,proukr,proukr,proukr
1358631459909754887,prorus,proukr,proukr
1358932203846000641,pax,proukr,proukr
1358956893176291334,pax,proukr,proukr
1359302345054584838,proukr,proukr,proukr
1359457747461410816,pax,proukr,proukr
1359485343712636929,pax,proukr,proukr
1359504856294117378,proukr,proukr,proukr
1359581345450627073,prorus,proukr,proukr
1359638251875799040,proukr,proukr,proukr
1359926300903960581,proukr,proukr,proukr
1359936960568115204,proukr,proukr,proukr
1360007832230240256,proukr,proukr,proukr
1360234928722620420,proukr,proukr,proukr
1360766610135539713,proukr,proukr,proukr
1360941403367501835,proukr,proukr,proukr
1361034135817621509,proukr,proukr,proukr
1361047071697100801,proukr,proukr,proukr
1361088477748727808,proukr,proukr,proukr
1361133918389436416,proukr,proukr,proukr
1361341841547939845,proukr,proukr,proukr
1361384545594060803,proukr,proukr,proukr
1361428927990882304,proukr,proukr,proukr
1361496222301757444,proukr,proukr,proukr
1361566827483168768,pax,proukr,proukr
1361938168639942659,proukr,proukr,proukr
1362121490716651525,dontcare,proukr,proukr
1362339214789013511,pax,proukr,proukr
1362389025982717952,proukr,proukr,proukr
1362438933066448896,proukr,proukr,proukr
1362439297052405763,pax,proukr,proukr
1362456609214132224,dontcare,proukr,proukr
1362459944658767872,proukr,proukr,proukr
1362553793121046531,proukr,proukr,proukr
1362578567557701635,proukr,proukr,proukr
1362733074329579521,pax,proukr,proukr
1362888281042481152,pax,proukr,proukr
1363411169784913930,dontcare,proukr,proukr
1363504701812137986,proukr,proukr,proukr
1363566565975855108,proukr,proukr,proukr
1363598361484525568,proukr,proukr,proukr
1363717893519630340,proukr,proukr,proukr
1363745763793244163,proukr,proukr,proukr
1363912931151384588,proukr,proukr,proukr
1364132997075787776,dontcare,proukr,proukr
1364261758416879620,proukr,proukr,proukr
1364300855382573056,proukr,proukr,proukr
1364399621905252355,prorus,proukr,proukr
1365070353286926340,proukr,proukr,proukr
1365298395787784197,pax,proukr,proukr
1365399022987399168,prorus,proukr,proukr
1365670833272672266,pax,proukr,proukr
1365738627398008837,proukr,proukr,proukr
1365762193074061314,proukr,proukr,proukr
1366185396854550532,pax,proukr,proukr
1366693184433233921,proukr,proukr,proukr
1367267332964384782,proukr,proukr,proukr
1367413195279904768,pax,proukr,proukr
1367520034839404544,proukr,proukr,proukr
1367621029409996802,pax,proukr,proukr
1367929933171994627,proukr,proukr,proukr
1368589467095859200,proukr,proukr,proukr
1368654801672749057,proukr,proukr,proukr
1368784818608214020,proukr,proukr,proukr
1368799567190237188,proukr,proukr,proukr
1369004818287783938,proukr,proukr,proukr
1369091507924307969,proukr,proukr,proukr
1369189029028065282,proukr,proukr,proukr
1369228958739263488,proukr,proukr,proukr
1369595600463872000,proukr,proukr,proukr
1369624971006328833,proukr,proukr,proukr
1369734025716371459,proukr,proukr,proukr
1369839011951484932,proukr,proukr,proukr
1369880235064258571,proukr,proukr,proukr
1369947001996054528,proukr,proukr,proukr
1369983626453078023,proukr,proukr,proukr
1369986792162799622,proukr,proukr,proukr
1370046096844656646,proukr,proukr,proukr
1370060589142306816,proukr,proukr,proukr
1370061248725839877,proukr,proukr,proukr
1370381901836529664,pax,proukr,proukr
1370522650951479298,proukr,proukr,proukr
1370697333269270529,proukr,proukr,proukr
1371109575391375360,proukr,proukr,proukr
1371525764936519681,proukr,proukr,proukr
1371858457226309641,proukr,proukr,proukr
1371868941161795584,pax,proukr,proukr
1372229110328606720,dontcare,proukr,proukr
1372238114962432005,proukr,proukr,proukr
1372261752457543686,dontcare,proukr,proukr
1372283034670612480,prorus,proukr,proukr
1372675463483695114,proukr,proukr,proukr
1372808625866031104,proukr,proukr,proukr
1372885074228752386,proukr,proukr,proukr
1372976704075964420,proukr,proukr,proukr
1373263175492194306,proukr,proukr,proukr
1374149604095242243,proukr,proukr,proukr
1374289180705107968,proukr,proukr,proukr
1374427673309499395,proukr,proukr,proukr
1374488793168764934,proukr,proukr,proukr
1374924991767121920,proukr,proukr,proukr
1375108792204034048,prorus,proukr,proukr
1375181102827106307,proukr,proukr,proukr
1375224067058511872,proukr,proukr,proukr
1375466640587038722,proukr,proukr,proukr
1375543444609847298,pax,proukr,proukr
1375705241937702912,proukr,proukr,proukr
1375753060887240707,dontcare,proukr,proukr
1375811605561217026,proukr,proukr,proukr
1375906402993111051,pax,proukr,proukr
1376178554476630027,pax,proukr,proukr
1376197618049675271,proukr,proukr,proukr
1376648654338076673,pax,proukr,proukr
1376850909334933504,proukr,proukr,proukr
1376886226272321538,dontcare,proukr,proukr
1376889439000084481,prorus,proukr,proukr
1376893028456001539,proukr,proukr,proukr
1376944019561971713,proukr,proukr,proukr
1377179025160904706,proukr,proukr,proukr
1377337465774702611,proukr,proukr,proukr
1377383385010745344,proukr,proukr,proukr
1377403889788551169,pax,proukr,proukr
1377425309553860608,proukr,proukr,proukr
1377711212084015110,proukr,proukr,proukr
1377717555599708161,proukr,proukr,proukr
1377761386340696064,pax,proukr,proukr
1378005425430409221,proukr,proukr,proukr
1378356290351738884,proukr,proukr,proukr
1378414627483095041,proukr,proukr,proukr
1378456659463434247,proukr,proukr,proukr
1378688012662489088,proukr,proukr,proukr
1378692709163077634,prorus,proukr,proukr
1378986846907207681,proukr,proukr,proukr
1379396118312857601,proukr,proukr,proukr
1379573708545789955,pax,proukr,proukr
1379590256450658304,pax,proukr,proukr
1379903703960936455,proukr,proukr,proukr
1379956512026681349,proukr,proukr,proukr
1379964443656916994,proukr,proukr,proukr
1380022853395828736,proukr,proukr,proukr
1380145054644379652,proukr,proukr,proukr
1380254015716528131,pax,proukr,proukr
1380557500190126080,pax,proukr,proukr
1380605667652816909,proukr,proukr,proukr
1380662616046116867,proukr,proukr,proukr
1380810207291351046,proukr,proukr,proukr
1381011489109250056,proukr,proukr,proukr
1381158538228162562,proukr,proukr,proukr
1381203841622831109,proukr,proukr,proukr
1381229315862507529,proukr,proukr,proukr
1381632386941730823,pax,proukr,proukr
1381641098179846144,pax,proukr,proukr
1381641989310005253,prorus,proukr,proukr
1381651381656952836,proukr,proukr,proukr
1381807599125991425,proukr,proukr,proukr
1381917689287876608,proukr,proukr,proukr
1382485728949506048,prorus,proukr,proukr
1382637055814082560,prorus,proukr,proukr
1382687227587788803,dontcare,proukr,proukr
1383154722383794180,proukr,proukr,proukr
1383156096093843456,pax,proukr,proukr
1383478977080168452,proukr,proukr,proukr
1383759190313738246,proukr,proukr,proukr
1383812395542274055,proukr,proukr,proukr
1384165113205198860,pax,proukr,proukr
1384264342703464448,dontcare,proukr,proukr
1384365760500359168,proukr,proukr,proukr
1384504271576526851,proukr,proukr,proukr
1384590501546954753,proukr,proukr,proukr
1384882241835343880,proukr,proukr,proukr
1385106625971822594,pax,proukr,proukr
1385513441952247815,proukr,proukr,proukr
1385563659640971264,proukr,proukr,proukr
1385609356578889737,proukr,proukr,proukr
1385621981828165632,proukr,proukr,proukr
1385684872786812928,proukr,proukr,proukr
1386011909770596358,pax,proukr,proukr
1386037128203755525,pax,proukr,proukr
1386078993384820737,proukr,proukr,proukr
1386102515654029312,proukr,proukr,proukr
1386253073929187328,proukr,proukr,proukr
1386263751079469059,dontcare,proukr,proukr
1386327844540801036,proukr,proukr,proukr
1387045192562184199,proukr,proukr,proukr
1387096409225187333,proukr,proukr,proukr
1387518702573166594,proukr,proukr,proukr
1387551167387942918,proukr,proukr,proukr
1387681843915501570,proukr,proukr,proukr
1388283390340780040,proukr,proukr,proukr
1388524901900902400,proukr,proukr,proukr
1388598229906952193,proukr,proukr,proukr
1388665968629452802,proukr,proukr,proukr
1389000105613615104,dontcare,proukr,proukr
1389121859623473155,proukr,proukr,proukr
1389364861365366789,proukr,proukr,proukr
1389968815535054853,proukr,proukr,proukr
1390325891042062338,proukr,proukr,proukr
1390327074829787136,proukr,proukr,proukr
1390615432713940992,proukr,proukr,proukr
1390732471965085700,proukr,proukr,proukr
1391254884800991234,proukr,proukr,proukr
1391861777890217986,proukr,proukr,proukr
1391969632030953472,dontcare,proukr,proukr
1392054559531470851,proukr,proukr,proukr
1392078209588543489,proukr,proukr,proukr
1392241299730862080,pax,proukr,proukr
1392445047728136194,proukr,proukr,proukr
1392566352800620550,proukr,proukr,proukr
1392571457356636160,pax,proukr,proukr
1392616456047587328,pax,proukr,proukr
1392938610870079488,proukr,proukr,proukr
1392975032868028418,proukr,proukr,proukr
1393176420592017410,proukr,proukr,proukr
1393322205874843651,proukr,proukr,proukr
1393528614730321922,proukr,proukr,proukr
1393643267846201347,proukr,proukr,proukr
1393720387914108928,pax,proukr,proukr
1393723511085142017,proukr,proukr,proukr
1393853368632811520,proukr,proukr,proukr
1393926783695822856,pax,proukr,proukr
1393994091323662338,dontcare,proukr,proukr
1394261952134778888,pax,proukr,proukr
1394581384614789120,proukr,proukr,proukr
1394684772983656455,proukr,proukr,proukr
1394789157306834954,proukr,proukr,proukr
1394798504409804800,pax,proukr,proukr
1395031291075104769,proukr,proukr,proukr
1395510322442690572,proukr,proukr,proukr
1396046847043678210,proukr,proukr,proukr
1397751737503649792,proukr,proukr,proukr
1398166510007472129,proukr,proukr,proukr
1398186153497464832,proukr,proukr,proukr
1398678835177132033,proukr,proukr,proukr
1398747487259619329,proukr,proukr,proukr
1398836439626944513,dontcare,proukr,proukr
1399032921365921800,proukr,proukr,proukr
1399320357224554497,proukr,proukr,proukr
1399411106570018817,proukr,proukr,proukr
1399771597024735236,proukr,proukr,proukr
1399851885822160901,proukr,proukr,proukr
1400120383873994754,proukr,proukr,proukr
1400205223646273539,pax,proukr,proukr
1400277678645776387,proukr,proukr,proukr
1400292331950071808,proukr,proukr,proukr
1400506890883276800,proukr,proukr,proukr
1400973042487115777,proukr,proukr,proukr
1401015246718914560,proukr,proukr,proukr
1401041057316540420,pax,proukr,proukr
1401104115380277249,pax,proukr,proukr
1401226031051194369,proukr,proukr,proukr
1401281469801185280,proukr,proukr,proukr
1401481051495620611,proukr,proukr,proukr
1401492896679923715,proukr,proukr,proukr
1401680947993530372,proukr,proukr,proukr
1401869519275147264,proukr,proukr,proukr
1402010857874264065,prorus,proukr,proukr
1402047019645026305,proukr,proukr,proukr
1402341482669821953,proukr,proukr,proukr
1402458874100150277,proukr,proukr,proukr
1402523935451795457,pax,proukr,proukr
1402570533196210180,proukr,proukr,proukr
1402727857818947591,proukr,proukr,proukr
1402803944448040972,dontcare,proukr,proukr
1402929890442285056,proukr,proukr,proukr
1402996305501179908,proukr,proukr,proukr
1403037273738842112,proukr,proukr,proukr
1403090541080940549,pax,proukr,proukr
1403131816786022401,proukr,proukr,proukr
1403138697596395520,proukr,proukr,proukr
1403233013396299776,proukr,proukr,proukr
1403725046368116736,prorus,proukr,proukr
1404010347531575299,pax,proukr,proukr
1404095517232189442,proukr,proukr,proukr
1404131984415330307,proukr,proukr,proukr
1404353054879670272,pax,proukr,proukr
1404571636880138240,proukr,proukr,proukr
1405171342568091654,pax,proukr,proukr
1405531943710588940,pax,proukr,proukr
1405548033459339272,proukr,proukr,proukr
1405875090475130882,proukr,proukr,proukr
1405943798182600706,proukr,proukr,proukr
1406220117638266880,proukr,proukr,proukr
1406287249348730885,pax,proukr,proukr
1406444974464450568,proukr,proukr,proukr
1406511541147639810,proukr,proukr,proukr
1406606112846233602,proukr,proukr,proukr
1406711023332102144,proukr,proukr,proukr
1407077997971189767,pax,proukr,proukr
1407171642879463424,pax,proukr,proukr
1407225891613249536,proukr,proukr,proukr
1407469584395902976,proukr,proukr,proukr
1407820309269422080,pax,proukr,proukr
1408089578167283721,proukr,proukr,proukr
1408440386079571971,proukr,proukr,proukr
1408490897273151499,proukr,proukr,proukr
1409587101784494082,proukr,proukr,proukr
1409889661825204237,dontcare,proukr,proukr
1410006929812901890,pax,proukr,proukr
1410066549470380035,proukr,proukr,proukr
1410210756625317894,proukr,proukr,proukr
1410351193587585026,pax,proukr,proukr
1410360906916245504,proukr,proukr,proukr
1410941408777752578,dontcare,proukr,proukr
1411290025661132801,proukr,proukr,proukr
1411404810461589505,proukr,proukr,proukr
1411487481833328648,prorus,proukr,proukr
1411661609039245315,pax,proukr,proukr
1412039308731727873,proukr,proukr,proukr
1412125415993397251,pax,proukr,proukr
1412667974272552961,prorus,proukr,proukr
1412749976241836035,proukr,proukr,proukr
1412847088002609154,proukr,proukr,proukr
1413137033095118852,proukr,proukr,proukr
1413158820449292290,proukr,proukr,proukr
1413383109500968961,proukr,proukr,proukr
1413615214734491649,proukr,proukr,proukr
1413759506450952192,proukr,proukr,proukr
1413768458139881472,proukr,proukr,proukr
1413781284606955521,dontcare,proukr,proukr
1414023157074305034,proukr,proukr,proukr
1414257577064419332,proukr,proukr,proukr
1414349103337820165,pax,proukr,proukr
1414511055213154308,proukr,proukr,proukr
1414989479467696130,proukr,proukr,proukr
1415000505177284613,proukr,proukr,proukr
1415439598117965826,prorus,proukr,proukr
1415670308313333765,proukr,proukr,proukr
1415954245053034500,proukr,proukr,proukr
1416516578498203649,proukr,proukr,proukr
1416710098513240066,proukr,proukr,proukr
1416820886791917577,proukr,proukr,proukr
1416899062939389958,dontcare,proukr,proukr
1417048725294354433,pax,proukr,proukr
1417500608429543424,proukr,proukr,proukr
1417559554821349376,pax,proukr,proukr
1417952885518868486,dontcare,proukr,proukr
1418211416587128841,proukr,proukr,proukr
1418476864750817284,pax,proukr,proukr
1418525039830474755,pax,proukr,proukr
1418548601249222660,proukr,proukr,proukr
1418952292527710211,pax,proukr,proukr
1418997658715410433,proukr,proukr,proukr
1419097517115990018,proukr,proukr,proukr
1419147783039238148,proukr,proukr,proukr
1419360143712604162,pax,proukr,proukr
1419646597659512838,proukr,proukr,proukr
1419712262252662786,proukr,proukr,proukr
1419795027811733532,pax,proukr,proukr
1420351245819207681,proukr,proukr,proukr
1420516126044434434,proukr,proukr,proukr
1420800836553347073,proukr,proukr,proukr
1421199317856096259,proukr,proukr,proukr
1421486721590509570,proukr,proukr,proukr
1421492759568031746,proukr,proukr,proukr
1421562051512741888,proukr,proukr,proukr
1421817731691679744,pax,proukr,proukr
1421858875716870144,pax,proukr,proukr
1421873693966446594,proukr,proukr,proukr
1421881772170780679,proukr,proukr,proukr
1422012390888157190,proukr,proukr,proukr
1422447574133379073,proukr,proukr,proukr
1422638831329808392,proukr,proukr,proukr
1423057907868971016,pax,proukr,proukr
1423201187034189826,proukr,proukr,proukr
1423262690588430337,proukr,proukr,proukr
1423414835883151360,pax,proukr,proukr
1423649910512029703,proukr,proukr,proukr
1423715971555069952,proukr,proukr,proukr
1424187981607415814,proukr,proukr,proukr
1424308121552494594,pax,proukr,proukr
1424372867114754050,pax,proukr,proukr
1424400327407714318,pax,proukr,proukr
1424478534467158017,pax,proukr,proukr
1424519161980538881,dontcare,proukr,proukr
1424700536255811585,proukr,proukr,proukr
1424963924085067781,proukr,proukr,proukr
1425097510381555720,pax,proukr,proukr
1425121220018819073,proukr,proukr,proukr
1425126182719197186,proukr,proukr,proukr
1425368203996372994,pax,proukr,proukr
1425400267806322690,pax,proukr,proukr
1425614068140892161,proukr,proukr,proukr
1425794385724182533,proukr,proukr,proukr
1426008645842587648,dontcare,proukr,proukr
1426012777898934279,pax,proukr,proukr
1426110037806694402,pax,proukr,proukr
1426123212220424193,proukr,proukr,proukr
1426193497753804800,proukr,proukr,proukr
1426400233047699457,proukr,proukr,proukr
1426418968873652224,pax,proukr,proukr
1426531995232792576,proukr,proukr,proukr
1426563572675584005,proukr,proukr,proukr
1426771196784168962,prorus,proukr,proukr
1426836767395643396,proukr,proukr,proukr
1426945402327207936,proukr,proukr,proukr
1426973620304183297,proukr,proukr,proukr
1427001756123344901,proukr,proukr,proukr
1427079687767879682,pax,proukr,proukr
1427170181739073536,pax,proukr,proukr
1427202823960338432,pax,proukr,proukr
1427245411375398912,proukr,proukr,proukr
1427315580940394506,pax,proukr,proukr
1427355508088901642,proukr,proukr,proukr
1427597810103472162,proukr,proukr,proukr
1427618738837282816,pax,proukr,proukr
1427703467880165390,pax,proukr,proukr
1427753669299220484,proukr,proukr,proukr
1427944592582844423,pax,proukr,proukr
1428729944499269637,proukr,proukr,proukr
1428733011563003912,proukr,proukr,proukr
1428757526288420867,proukr,proukr,proukr
1429026536167022595,proukr,proukr,proukr
1429042416783446030,pax,proukr,proukr
1429072044801642497,dontcare,proukr,proukr
1429081006041178116,proukr,proukr,proukr
1429081122311393280,proukr,proukr,proukr
1429184713617559557,pax,proukr,proukr
1429339321711038464,proukr,proukr,proukr
1429390442165059584,proukr,proukr,proukr
1429479831230689285,proukr,proukr,proukr
1429536257873485829,proukr,proukr,proukr
1429621540459630593,proukr,proukr,proukr
1429761824338022403,proukr,proukr,proukr
1429840624363180032,proukr,proukr,proukr
1429890854345379844,proukr,proukr,proukr
1430021302040072195,proukr,proukr,proukr
1430155185008041984,proukr,proukr,proukr
1430225651223736323,pax,proukr,proukr
1430529942119452678,proukr,proukr,proukr
1430560505014464514,proukr,proukr,proukr
1430658489744044042,pax,proukr,proukr
1430937618657812494,dontcare,proukr,proukr
1430969818371477506,proukr,proukr,proukr
1431375674720366592,proukr,proukr,proukr
1431381303568576519,proukr,proukr,proukr
1431566189029908482,pax,proukr,proukr
1431676128960434178,pax,proukr,proukr
1431929212219371521,proukr,proukr,proukr
1431934073220521984,proukr,proukr,proukr
1431959338604707848,proukr,proukr,proukr
1431967198684368896,pax,proukr,proukr
1432024248852389903,proukr,proukr,proukr
1432093299599450116,proukr,proukr,proukr
1432425364366704641,proukr,proukr,proukr
1432583536779927554,pax,proukr,proukr
1432775774684073995,proukr,proukr,proukr
1432799575442698240,proukr,proukr,proukr
1432825865600217088,proukr,proukr,proukr
1432854592329486342,pax,proukr,proukr
1433128309718757380,proukr,proukr,proukr
1433139306378383361,prorus,proukr,proukr
1433274212211302404,pax,proukr,proukr
1433364607217799174,pax,proukr,proukr
1433574437882933254,proukr,proukr,proukr
1433850034727043073,pax,proukr,proukr
1433870624762601480,proukr,proukr,proukr
1434312142552027139,proukr,proukr,proukr
1434314701471682564,proukr,proukr,proukr
1434362801997455361,pax,proukr,proukr
1434455011606605827,proukr,proukr,proukr
1434526823094886401,prorus,proukr,proukr
1434574011925630977,prorus,proukr,proukr
1434751005141319689,proukr,proukr,proukr
1434795867639267329,proukr,proukr,proukr
1434864003659018241,proukr,proukr,proukr
1434869439393112064,proukr,proukr,proukr
1435088516761874438,proukr,proukr,proukr
1435244157623316485,dontcare,proukr,proukr
1435349308585435143,proukr,proukr,proukr
1435430791144562688,pax,proukr,proukr
1435528835022393347,proukr,proukr,proukr
1435642527009419265,proukr,proukr,proukr
1435715007744983051,dontcare,proukr,proukr
1435820960595070976,proukr,proukr,proukr
1435972348436353025,proukr,proukr,proukr
1436027141213335554,pax,proukr,proukr
1436059804733263877,proukr,proukr,proukr
1436458071761489923,pax,proukr,proukr
1436541067894132745,pax,proukr,proukr
1436565017910865929,proukr,proukr,proukr
1436680792764256256,proukr,proukr,proukr
1436698095048331270,proukr,proukr,proukr
1436707256356253703,proukr,proukr,proukr
1436795541107712008,proukr,proukr,proukr
1436984385438375938,pax,proukr,proukr
1436997480634257410,proukr,proukr,proukr
1437067782064062464,proukr,proukr,proukr
1437291231487438853,prorus,proukr,proukr
1437347866398298112,pax,proukr,proukr
1437758977564037122,proukr,proukr,proukr
1437774809354674176,proukr,proukr,proukr
1437822520988553217,proukr,proukr,proukr
1438263592915279873,proukr,proukr,proukr
1438424321974624258,pax,proukr,proukr
1438776722841866241,proukr,proukr,proukr
1438929994860859394,pax,proukr,proukr
1438963299148775428,pax,proukr,proukr
1439015311081197573,proukr,proukr,proukr
1439062287420215298,proukr,proukr,proukr
1439118374018113543,pax,proukr,proukr
1439385976359383041,proukr,proukr,proukr
1439598862751178753,dontcare,proukr,proukr
1439682927118454785,proukr,proukr,proukr
1440041896777113603,proukr,proukr,proukr
1440061604054196232,proukr,proukr,proukr
1440331564714377232,pax,proukr,proukr
1440345880545038349,proukr,proukr,proukr
1440363365746950155,proukr,proukr,proukr
1440452674084687873,pax,proukr,proukr
1440483358027304968,dontcare,proukr,proukr
1440545844785156102,proukr,proukr,proukr
1440636159273492488,proukr,proukr,proukr
1440664285210767367,proukr,proukr,proukr
1440667905222320128,pax,proukr,proukr
1440815085455216643,proukr,proukr,proukr
1441059736498094081,pax,proukr,proukr
1441112414632636433,proukr,proukr,proukr
1441418443975241730,proukr,proukr,proukr
1441453178176868354,proukr,proukr,proukr
1441585487316062223,dontcare,proukr,proukr
1441610304010407948,pax,proukr,proukr
1441723165453938700,proukr,proukr,proukr
1441881977049600003,proukr,proukr,proukr
1441917272952504325,proukr,proukr,proukr
1441917955999092737,proukr,proukr,proukr
1442149315409899529,proukr,proukr,proukr
1442180586718699520,proukr,proukr,proukr
1442563829716570113,proukr,proukr,proukr
1442612214561533963,proukr,proukr,proukr
1442796041598812160,proukr,proukr,proukr
1442924389217996800,proukr,proukr,proukr
1443121683284496384,dontcare,proukr,proukr
1443162409972162566,pax,proukr,proukr
1443570268195098630,pax,proukr,proukr
1443593455544975362,proukr,proukr,proukr
1443821334950260751,proukr,proukr,proukr
1443840264213311536,prorus,proukr,proukr
1443921605294497792,proukr,proukr,proukr
1444026508637392896,proukr,proukr,proukr
1444041651178164225,proukr,proukr,proukr
1444082491808264196,proukr,proukr,proukr
1444201561748557825,proukr,proukr,proukr
1444378380267229185,prorus,proukr,proukr
1444514836654829569,pax,proukr,proukr
1444611376287203329,proukr,proukr,proukr
1444618102856110081,proukr,proukr,proukr
1444623897740124165,proukr,proukr,proukr
1444669641599578112,dontcare,proukr,proukr
1444696157217824777,dontcare,proukr,proukr
1444779814192287746,proukr,proukr,proukr
1444782987711860736,proukr,proukr,proukr
1444872792697196544,prorus,proukr,proukr
1445118643965202434,proukr,proukr,proukr
1445138698669109251,pax,proukr,proukr
1445254711603515398,proukr,proukr,proukr
1445407648313221122,pax,proukr,proukr
1445494781946122255,proukr,proukr,proukr
1445695336224198662,pax,proukr,proukr
1445933969044873216,proukr,proukr,proukr
1446194511152046080,pax,proukr,proukr
1446306416864768051,proukr,proukr,proukr
1446535537515499530,proukr,proukr,proukr
1446700843755966468,proukr,proukr,proukr
1446792962097225735,pax,proukr,proukr
1446888789243215878,pax,proukr,proukr
1446914389815267330,proukr,proukr,proukr
1446921376502329345,proukr,proukr,proukr
1446946963476209665,prorus,proukr,proukr
1446955666673909762,proukr,proukr,proukr
1446997212383219716,pax,proukr,proukr
1447284516570087427,proukr,proukr,proukr
1447380810408005634,pax,proukr,proukr
1447403355618304003,proukr,proukr,proukr
1447541603015528454,proukr,proukr,proukr
1447587812333793282,proukr,proukr,proukr
1447677365581123587,proukr,proukr,proukr
1447713787482714117,proukr,proukr,proukr
1447718971793240066,proukr,proukr,proukr
1447809844099039233,dontcare,proukr,proukr
1447879957926092800,pax,proukr,proukr
1448030521259282434,dontcare,proukr,proukr
1448298903216984066,proukr,proukr,proukr
1448338665508417542,proukr,proukr,proukr
1448361677653692418,pax,proukr,proukr
1448945004840357923,proukr,proukr,proukr
1448945155143241755,proukr,proukr,proukr
1449003595320410120,proukr,proukr,proukr
1449302062081138692,proukr,proukr,proukr
1449432615438725126,pax,proukr,proukr
1449445116867792901,proukr,proukr,proukr
1449609190914338822,proukr,proukr,proukr
1449703638495019009,proukr,proukr,proukr
1449802523427098639,proukr,proukr,proukr
1449961989262954497,pax,proukr,proukr
1450080711826935816,proukr,proukr,proukr
1450632745458225152,proukr,proukr,proukr
1450633083691098116,proukr,proukr,proukr
1450893533519486987,dontcare,proukr,proukr
1450941780611014657,proukr,proukr,proukr
1451023953892462594,pax,proukr,proukr
1451169754119647235,proukr,proukr,proukr
1451266114697191425,proukr,proukr,proukr
1451413014196805634,proukr,proukr,proukr
1451553724837543954,dontcare,proukr,proukr
1451674853912764417,proukr,proukr,proukr
1451959328957624328,proukr,proukr,proukr
1452205582891507717,pax,proukr,proukr
1452545390759186432,proukr,proukr,proukr
1452750731241476098,proukr,proukr,proukr
1452766518073298951,pax,proukr,proukr
1452934666860646403,proukr,proukr,proukr
1453026130974449666,pax,proukr,proukr
1453044097841774596,proukr,proukr,proukr
1453180018683781123,proukr,proukr,proukr
1453462712810414085,dontcare,proukr,proukr
